sourceTaxonID	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114570	Phleum pratense		Greater Yellowstone Ecosystem					KNIGHT, R., B.M. BLANCHARD, K.C. KENDALL, AND L. E. OLDENBURG. 1980. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1978 and 1979. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114583	Poa pratensis		Greater Yellowstone Ecosystem					KNIGHT, R., B.M. BLANCHARD, K.C. KENDALL, AND L. E. OLDENBURG. 1980. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1978 and 1979. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:38351	Selaginella		Greater Yellowstone Ecosystem					KNIGHT, R., B.M. BLANCHARD, K.C. KENDALL, AND L. E. OLDENBURG. 1980. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1978 and 1979. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:922253	Sturnus vulgaris		Greater Yellowstone Ecosystem					KNIGHT, R., B.M. BLANCHARD, K.C. KENDALL, AND L. E. OLDENBURG. 1980. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1978 and 1979. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:347433	Tamiasciurus hudsonicus		Greater Yellowstone Ecosystem					KNIGHT, R., B.M. BLANCHARD, K.C. KENDALL, AND L. E. OLDENBURG. 1980. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1978 and 1979. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:29910	Juncus		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1977. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1976. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1015093	Prosartes trachycarpa		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1977. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1976. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:467225	Achillea millefolium		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114783	Avena sativa		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:44475	Betula spp.		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:38390	Brassica		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:46321806	Dasiphora fruticosa		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115518	Elymus spicatus		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468106	Helianthus annuus		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:843958	Heterotheca villosa		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:488733	Linnaea borealis		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:467181	Penstemon wilcoxii		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:2426151	Pentaphylloides floribunda		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1061756	Pinus flexilis		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:466982	Populus tremuloides 		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:32667	Salix		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:37721	Solidago		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:492350	Sonchus oleraceus		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:108051	Triticum		Greater Yellowstone Ecosystem					KNIGHT, R., J. BASILE, K. GREER, S. JUDD, L. OLDENBURG, AND L. ROOP. 1978. Yellowstone grizzly bear investigations: Annual report of the Interagency Study Team, 1977. U.S. Department of the Interior, National Park Service, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:463659	Formica deniventris		Greater Yellowstone Ecosystem				http://dx.doi.org/10.1139/cjz-79-5-779	MATTSON, D.J. 2001. Myrmecophagy by Yellowstone grizzly bears. Canadian Journal of Zoology 79:779-793.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:599615	Tapinoma sessile		Greater Yellowstone Ecosystem				http://dx.doi.org/10.1139/cjz-79-5-779	MATTSON, D.J. 2001. Myrmecophagy by Yellowstone grizzly bears. Canadian Journal of Zoology 79:779-793.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468373	Cirsium arvense		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:582979	Epilobium ciliatum		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:229659	Fragaria vesca		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:486986	Lomatium dissectum		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:592486	Persicaria amphibia		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115947	Potamogeton alpinus		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115940	Potamogeton natans		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:582363	Rhamnus alnifolia		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468409	Taraxacum ceratophorum		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:466221	Vaccinium cespitosum		Greater Yellowstone Ecosystem					MATTSON, D.J., AND D.G. DESPAIN. 1985. Grizzly bear habitat component mapping handbook for the Yellowstone Ecosystem. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114219	Bromus porteri		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:600019	Camponotus pennsylvanicus		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:479009	Chamerion angustifolium		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468233	Cirsium scariosum		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:586881	Claytonia lanceolata		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115385	Elymus trachycaulus		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:597765	Equisetum arvense		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:2683985	Euxoa auxiliaris		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114417	Festuca idahoensis		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115030	Melica spectabilis		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:581525	Osmorhiza occidentalis		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1277081	Perideridia gairdneri borealis		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1034932	Pinus albicaulis		Greater Yellowstone Ecosystem				10.1139/z91-226	MATTSON, D.J., B.M. BLANCHARD, AND R.R. KNIGHT. 1991. Food habits of Yellowstone grizzly bears, 1977-1987. Canadian Journal of Zoology 69:1619-1629.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:2564945	Lumbricidae		Greater Yellowstone Ecosystem					MATTSON, D.J., M.G. FRENCH, AND S.P. FRENCH. 2002b. Consumption of earthworms by Yellowstone grizzly bears. Ursus 13:105-110.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:328581	Ursus arctos		Greater Yellowstone Ecosystem				http://dx.doi.org/10.2307/1382078	MATTSON, D.J., R.R. KNIGHT, AND B.M. BLANCHARD. 1992. Cannibalism and predation on black bears by grizzly bears in the Yellowstone Ecosystem, 1975-1990. Journal of Mammalogy 73:422-425.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:16585	Calvatia		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:16730	Lactarius		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:19583	Morchella		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:18919	Rhizopogon		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:16727	Russula		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:16482	Suillus		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:16734	Tricholoma		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2002a. Consumption of fungal sporocarps by Yellowstone grizzly bears. Ursus 13:95-103.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115941	Potamogeton nodosus		Greater Yellowstone Ecosystem					MATTSON, D.J., S.R. PODRUZNY, AND M.A. HAROLDSON. 2005. Consumption of pondweed rhizomes by Yellowstone grizzly bears. Ursus 16:41-46.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468155	Agoseris aurantiaca		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:585395	Bistorta bistortoides		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115309	Calamagrostis stricta		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468285	Cirsium foliosum		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:35132	Elodea		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:476241	Eurybia integrifolia		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:234385	Fragaria virginiana		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:467151	Lomatium cous		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:579541	Lomatium triternatum		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1003677	Maianthemum stellatum		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:581528	Pastinaca sativa		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1114571	Phleum alpinum		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:583211	Ribes oxyacanthoides		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1082092	Ruppia cirrhosa		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:640595	Trifolium parryi		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1115250	Vahlodea atropurpurea		Greater Yellowstone Ecosystem					MEALEY, S.P. 1975. The natural food habits of free ranging grizzly bears in Yellowstone National Park, 1973-1974. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:858930	Anabrus simplex		Greater Yellowstone Ecosystem					MURIE, O.J. 1944. Progress report on the Yellowstone bear study. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:328608	Canis latrans		Greater Yellowstone Ecosystem					MURIE, O.J. 1944. Progress report on the Yellowstone bear study. U.S. Department of the Interior, National Park Service, Yellowstone National Park, Wyoming, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:483093	Osmorhiza berteroi		Greater Yellowstone Ecosystem					OROZCO, K., AND N. MILES. 2013. Use of diminished whitebark pine resources by adult female grizzly bears in Togwotee Pass, Spread Creek, and Mt. Leidy in the Bridger Teton National Forest, Wyoming, 2012. Pages 45-47 in F.T. van Manen, M.A. Haroldson, and K. West, editors. Yellowstone grizzly bear investigations: Annual report of the Interagency Grizzly Bear Study Team, 2012. U.S. Geological Survey, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:468144	Lactuca sativa		Greater Yellowstone Ecosystem					R. Renkin, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:29923	Agrostis		Greater Yellowstone Ecosystem					REINHART, D.P. 1990. Grizzly bear habitat use on cutthroat trout spawning streams in tributaries of Yellowstone Lake. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:207058	Catostomus ardens		Greater Yellowstone Ecosystem					REINHART, D.P. 1990. Grizzly bear habitat use on cutthroat trout spawning streams in tributaries of Yellowstone Lake. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:2871458	Lycopodium		Greater Yellowstone Ecosystem					REINHART, D.P. 1990. Grizzly bear habitat use on cutthroat trout spawning streams in tributaries of Yellowstone Lake. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:212910	Oncorhynchus clarkii		Greater Yellowstone Ecosystem					REINHART, D.P. 1990. Grizzly bear habitat use on cutthroat trout spawning streams in tributaries of Yellowstone Lake. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:313678	Ondatra zibethicus		Greater Yellowstone Ecosystem					REINHART, D.P. 1990. Grizzly bear habitat use on cutthroat trout spawning streams in tributaries of Yellowstone Lake. Thesis, Montana State University, Bozeman, Montana, USA.
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:5038877	Angelica arguta		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:639297	Astragalus miser		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:38289	Clematis		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:1093515	Galium triflorum		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:486626	Paxistima myrsinites		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:578535	Pedicularis bracteosa		Greater Yellowstone Ecosystem					S. Cain, unpublished data
EOL:328581	Ursus arctos	RO:0002470	eats	EOL:108288	Stipa		Greater Yellowstone Ecosystem					S. Cain, unpublished data
